Item	Question	Answer
butterfly	is it an amphibian?	captivity, suitable host plants, feeding sites, complex cognitive abilities, habitat, habitat loss, amphibians, overexploitation, suitable plants, fly ability
butterfly	is it a reptile?	captivity, suitable host plants, feeding sites, complex cognitive abilities, habitat, habitat loss, reptiles, overexploitation, suitable plants, fly ability
butterfly	what is its most distinguishable feature?	distinguishable feature, feature is wings, distinct stages
butterfly	does it have cold or warm blood?	captivity, suitable host plants, feeding sites, complex cognitive abilities, habitat, habitat loss, colder climates, cold blood, overexploitation, suitable plants, fly ability
butterfly	does it hunt in a group?	captivity, suitable host plants, groups, feeding sites, complex cognitive abilities, habitat, habitat loss, overexploitation, suitable plants, fly ability
butterfly	how does it communicate with others of its kind?	captivity, other areas, suitable host plants, feeding sites, complex cognitive abilities, habitat, habitat loss, other factors, overexploitation, suitable plants, fly ability
butterfly	does it have scales?	captivity, scales, suitable host plants, feeding sites, complex cognitive abilities, habitat, habitat loss, covering scales, overexploitation, suitable plants, fly ability
butterfly	is the animal aquatic?	various animals, animal, animal claws, trained animals
butterfly	is this an arctic animal?	various animals, animal, animal claws, arctic regions, trained animals
butterfly	is this animal exploited by humans?	various animals, humans, dormancy, animal, animal claws, distinguishable feature, feature is wings, overexploitation, many species, trained animals
butterfly	does the animal live in cities?	various animals, animal, animal claws, trained animals
butterfly	does this animal fly?	various animals, butterfly, world butterfly larvae, monarch butterfly, butterfly species, animal, animal claws, fly ability, trained animals
butterfly	how fast is it?	captivity, suitable host plants, feeding sites, complex cognitive abilities, habitat, habitat loss, overexploitation, suitable plants, fly ability
butterfly	what are its dimensions?	
butterfly	does the animal have moist or scaly skin?	various animals, animal, animal claws, scaly, scaly wings, moist skin, trained animals
butterfly	can the animal echolocate?	various animals, animal, animal claws, trained animals
butterfly	can the animal metamorphose?	various animals, animal, animal claws, trained animals
butterfly	can the animal be typically found in a circus?	various animals, animal, animal claws, circuses, trained animals
dragonfly	is it a carnivore or herbivore?	feeding carnivores, freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it a vertebrate or invertebrate?	invertebrates, freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	has it ever been domesticated?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it an insect?	other insects, insect, insect order, freshwater habitats, other capturing insects, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, insects, solitary hunters, habitats, human activities, suitable water sources, fastest flying capable insects, wild insects, captivity
dragonfly	does it have wings?	transparent wings, freshwater habitats, wings, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, ranging wingspans, captivity
dragonfly	in which environments does it live?	freshwater habitats, aquatic environments, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	what does it eat?	feeding carnivores, freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, distinguishable feature, feature is eyes, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	how many legs does it have if any?	freshwater habitats, legs, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, specialized legs, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it produce eggs?	freshwater habitats, eggs, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, egg, egg nymph, captivity
dragonfly	is it a prey or a predator?	feeding carnivores, freshwater habitats, predators, abundant prey, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, prey, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it have wings legs or fins?	transparent wings, freshwater habitats, legs, wings, fins, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, specialized legs, solitary hunters, habitats, human activities, suitable water sources, ranging wingspans, captivity
dragonfly	in what continents does it predominantly live?	freshwater habitats, continent, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it considered dangerous to humans?	freshwater habitats, humans, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it eaten by humans?	feeding carnivores, freshwater habitats, humans, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, distinguishable feature, feature is eyes, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is the animal capable of jumping?	fastest flying capable insects
dragonfly	is it taller than humans on average?	freshwater habitats, humans, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, diurnal meaning, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it live in groups?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it commonly kept as a pet?	freshwater habitats, suitable breeding conditions, pets, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it migrate long distances?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, longdistance, longdistance migrations, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it known for its intelligence?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, intelligence, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it an endangered species?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, dragonfly species, species, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it a nocturnal animal?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it hibernate?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it have sharp teeth?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, sharp teeth, sharp claws, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it have sharp claws?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, sharp teeth, sharp claws, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it a feline?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, felines, felines felines, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it an amphibian?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, amphibians, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	is it a reptile?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, reptiles, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	what is its most distinguishable feature?	distinguishable feature, feature is eyes, distinct stages
dragonfly	does it have cold or warm blood?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, colder months, cold blood, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it hunt in a group?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	how does it communicate with others of its kind?	other insects, freshwater habitats, other capturing insects, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	does it have scales?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, scales, habitats, human activities, suitable water sources, captivity
dragonfly	is the animal aquatic?	aquatic environments
dragonfly	is this an arctic animal?	arctic regions
dragonfly	is this animal exploited by humans?	humans, distinguishable feature, feature is eyes, human activities
dragonfly	does the animal live in cities?	
dragonfly	does this animal fly?	dragonfly, dragonfly species, fastest flying capable insects
dragonfly	how fast is it?	freshwater habitats, suitable breeding conditions, habitat, specialized habitat requirements, complex cognitive abilities, habitat loss, traditional sense, inactivity, solitary hunters, habitats, human activities, suitable water sources, captivity
dragonfly	what are its dimensions?	
dragonfly	does the animal have moist or scaly skin?	skin
dragonfly	can the animal echolocate?	
dragonfly	can the animal metamorphose?	
dragonfly	can the animal be typically found in a circus?	circuses
bee	is it a carnivore or herbivore?	herbivores, suitable nesting sites
bee	is it a vertebrate or invertebrate?	invertebrates, suitable nesting sites
bee	has it ever been domesticated?	suitable nesting sites
bee	is it an insect?	insects, other insects, terrestrial insects, suitable nesting sites
bee	does it have wings?	wings, household, typical household pets, suitable nesting sites
bee	in which environments does it live?	various environments, surroundings, arctic environments, suitable nesting sites
bee	what does it eat?	threats, distinguishable feature, feature is bodies, suitable nesting sites
bee	how many legs does it have if any?	legs, household, typical household pets, suitable nesting sites
bee	does it produce eggs?	eggs, produced honey, suitable nesting sites, egg, egg pupa larva
bee	is it a prey or a predator?	predators, suitable nesting sites
bee	does it have wings legs or fins?	wings, legs, fins, household, typical household pets, suitable nesting sites
bee	in what continents does it predominantly live?	continent, suitable nesting sites
bee	is it considered dangerous to humans?	humans, suitable nesting sites
bee	is it eaten by humans?	humans, threats, distinguishable feature, feature is bodies, suitable nesting sites
bee	is the animal capable of jumping?	other animals, capable fliers, animals
bee	is it taller than humans on average?	humans, diurnal meaning, suitable nesting sites
bee	does it live in groups?	suitable nesting sites
bee	is it commonly kept as a pet?	typical household pets, suitable nesting sites
bee	does it migrate long distances?	moderate distances, longdistance, longdistance migrations, suitable nesting sites
bee	is it known for its intelligence?	intelligence, suitable nesting sites
bee	is it an endangered species?	species, bee species, suitable nesting sites
bee	is it a nocturnal animal?	other animals, suitable nesting sites, animals
bee	does it hibernate?	suitable nesting sites
bee	does it have sharp teeth?	household, typical household pets, sharp claws, suitable nesting sites
bee	does it have sharp claws?	household, typical household pets, sharp claws, suitable nesting sites
bee	is it a feline?	felines, felines felines, suitable nesting sites
bee	is it an amphibian?	amphibians, suitable nesting sites
bee	is it a reptile?	reptiles, suitable nesting sites
bee	what is its most distinguishable feature?	distinguishable feature, feature is bodies, distinct stages
bee	does it have cold or warm blood?	household, typical household pets, colder climates, cold blood, suitable nesting sites
bee	does it hunt in a group?	suitable nesting sites
bee	how does it communicate with others of its kind?	other animals, other insects, various forms, other bee products, suitable nesting sites
bee	does it have scales?	household, typical household pets, scales, suitable nesting sites
bee	is the animal aquatic?	other animals, animals
bee	is this an arctic animal?	other animals, arctic environments, animals
bee	is this animal exploited by humans?	worker, worker bees, other animals, humans, queen worker bees, distinguishable feature, feature is bodies, animals
bee	does the animal live in cities?	other animals, animals
bee	does this animal fly?	other animals, animals
bee	how fast is it?	suitable nesting sites
bee	what are its dimensions?	
bee	does the animal have moist or scaly skin?	other animals, household, typical household pets, skin, animals
bee	can the animal echolocate?	other animals, animals
bee	can the animal metamorphose?	other animals, animals
bee	can the animal be typically found in a circus?	other animals, circuses, animals
ant	is it a carnivore or herbivore?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	is it a vertebrate or invertebrate?	invertebrates, captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	has it ever been domesticated?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	is it an insect?	captivity, insects, nectar small insects, social insects, small insects, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, terrestrial insects
ant	does it have wings?	captivity, wings, winged ants, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, winged known ants
ant	in which environments does it live?	captivity, environments, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	what does it eat?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	how many legs does it have if any?	captivity, legs, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	does it produce eggs?	captivity, eggs, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, egg, egg pupa larva
ant	is it a prey or a predator?	captivity, preying predators, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	does it have wings legs or fins?	captivity, wings, winged ants, legs, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, winged known ants
ant	in what continents does it predominantly live?	captivity, continent, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	is it considered dangerous to humans?	captivity, humans, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, dormancy, mandibles
ant	is it eaten by humans?	captivity, humans, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, dormancy, mandibles
ant	is the animal capable of jumping?	animal, jumping, powerful jumping abilities, animals
ant	is it taller than humans on average?	captivity, humans, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, dormancy, mandibles
ant	does it live in groups?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, group, groups
ant	is it commonly kept as a pet?	pets, captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, waist petiole
ant	does it migrate long distances?	captivity, painful bites, powerful jumping abilities, migrate ability, long distances, suitable nesting sites, problemsolving abilities
ant	is it known for its intelligence?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, swarm intelligence, winged known ants
ant	is it an endangered species?	captivity, species, painful bites, certain ant species, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, numerous ant species, ranging species
ant	is it a nocturnal animal?	animal, captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, animals
ant	does it hibernate?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	does it have sharp teeth?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	does it have sharp claws?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, claws
ant	is it a feline?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, felines, felines felines
ant	is it an amphibian?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, amphibians
ant	is it a reptile?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, reptiles
ant	what is its most distinguishable feature?	distinct stages
ant	does it have cold or warm blood?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, swarm, swarm intelligence, cold climates, cold blood
ant	does it hunt in a group?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, group, groups
ant	how does it communicate with others of its kind?	captivity, variety, painful bites, powerful jumping abilities, formicariums, migrate ability, suitable nesting sites, problemsolving abilities, other tasks
ant	does it have scales?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities, scales
ant	is the animal aquatic?	animal, animals
ant	is this an arctic animal?	animal, arctic regions, animals
ant	is this animal exploited by humans?	animal, humans, dormancy, mandibles, coordinated efforts, antennal tapping, animals
ant	does the animal live in cities?	animal, animals
ant	does this animal fly?	animal, animals
ant	how fast is it?	captivity, painful bites, powerful jumping abilities, migrate ability, suitable nesting sites, problemsolving abilities
ant	what are its dimensions?	
ant	does the animal have moist or scaly skin?	animal, skin, animals
ant	can the animal echolocate?	animal, animals
ant	can the animal metamorphose?	animal, animals
ant	can the animal be typically found in a circus?	animal, circuses, animals
grasshopper	is it a carnivore or herbivore?	feeding herbivores, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it a vertebrate or invertebrate?	invertebrates, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	has it ever been domesticated?	suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it an insect?	insects, other insects, suitable habitats, solitary feeders, terrestrial insects, natural habitats, suitable vegetation, wild insects, captivity
grasshopper	does it have wings?	wings, hind wings, suitable habitats, chewing mouthparts, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	in which environments does it live?	various environments, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	what does it eat?	feeding herbivores, threat, suitable habitats, threats, distinguishable feature, feature is legs, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	how many legs does it have if any?	legs, powerful hind legs, suitable habitats, feature is legs, large hind adapted legs, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it produce eggs?	eggs, suitable habitats, solitary feeders, natural habitats, suitable vegetation, egg, egg nymph, captivity
grasshopper	is it a prey or a predator?	feeding herbivores, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it have wings legs or fins?	wings, hind wings, legs, fins, powerful hind legs, suitable habitats, chewing mouthparts, feature is legs, large hind adapted legs, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	in what continents does it predominantly live?	continent, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it considered dangerous to humans?	humans, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it eaten by humans?	feeding herbivores, humans, threat, suitable habitats, threats, distinguishable feature, feature is legs, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is the animal capable of jumping?	other animals, jumps, capable fliers
grasshopper	is it taller than humans on average?	humans, suitable habitats, diurnal meaning, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it live in groups?	depending groups, suitable habitats, groups, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it commonly kept as a pet?	pets, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it migrate long distances?	long distances, suitable habitats, solitary feeders, natural habitats, suitable vegetation, body ranging lengths, captivity
grasshopper	is it known for its intelligence?	suitable habitats, intelligence, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it an endangered species?	species, grasshopper species, suitable habitats, certain grasshopper species, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it a nocturnal animal?	other animals, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it hibernate?	suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it have sharp teeth?	suitable habitats, sharp teeth, sharp claws, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it have sharp claws?	suitable habitats, sharp teeth, sharp claws, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it a feline?	suitable habitats, felines, felines felines, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it an amphibian?	suitable habitats, amphibians, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	is it a reptile?	suitable habitats, reptiles, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	what is its most distinguishable feature?	distinguishable feature, feature is legs
grasshopper	does it have cold or warm blood?	suitable habitats, colder climates, cold blood, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it hunt in a group?	depending groups, suitable habitats, groups, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	how does it communicate with others of its kind?	other plants, other insects, other animals, suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	does it have scales?	suitable habitats, solitary feeders, scales, natural habitats, suitable vegetation, captivity
grasshopper	is the animal aquatic?	other animals
grasshopper	is this an arctic animal?	other animals, arctic regions
grasshopper	is this animal exploited by humans?	other animals, humans, distinguishable feature, feature is legs
grasshopper	does the animal live in cities?	other animals
grasshopper	does this animal fly?	other animals
grasshopper	how fast is it?	suitable habitats, solitary feeders, natural habitats, suitable vegetation, captivity
grasshopper	what are its dimensions?	
grasshopper	does the animal have moist or scaly skin?	other animals, skin
grasshopper	can the animal echolocate?	other animals
grasshopper	can the animal metamorphose?	other animals
grasshopper	can the animal be typically found in a circus?	other animals, circuses
ladybug	is it a carnivore or herbivore?	feeding carnivores, solitary predators, captivity
ladybug	is it a vertebrate or invertebrate?	invertebrates, solitary predators, captivity
ladybug	has it ever been domesticated?	solitary predators, captivity
ladybug	is it an insect?	small insects, insects, other small insects, beneficial insects, many insects, softbodied insects, solitary predators, terrestrial insects, other insects, wild insects, captivity
ladybug	does it have wings?	wings, solitary predators, captivity
ladybug	in which environments does it live?	various environments, solitary predators, captivity
ladybug	what does it eat?	feeding carnivores, threats, distinguishable feature, feature is bodies, solitary predators, captivity
ladybug	how many legs does it have if any?	legs, many insects, solitary predators, captivity
ladybug	does it produce eggs?	eggs, solitary predators, egg, egg pupa larva, captivity
ladybug	is it a prey or a predator?	feeding carnivores, predators, solitary predators, natural predators, captivity
ladybug	does it have wings legs or fins?	wings, legs, fins, solitary predators, captivity
ladybug	in what continents does it predominantly live?	continent, solitary predators, captivity
ladybug	is it considered dangerous to humans?	humans, many insects, dormancy, solitary predators, captivity
ladybug	is it eaten by humans?	feeding carnivores, humans, many insects, threats, dormancy, distinguishable feature, feature is bodies, solitary predators, captivity
ladybug	is the animal capable of jumping?	capable fliers
ladybug	is it taller than humans on average?	humans, many insects, diurnal meaning, dormancy, solitary predators, captivity
ladybug	does it live in groups?	groups, group, solitary predators, captivity
ladybug	is it commonly kept as a pet?	pets, solitary predators, captivity
ladybug	does it migrate long distances?	significant distances, solitary predators, green spaces, length, captivity
ladybug	is it known for its intelligence?	complex intelligence, solitary predators, captivity
ladybug	is it an endangered species?	certain species, solitary predators, captivity
ladybug	is it a nocturnal animal?	solitary predators, captivity
ladybug	does it hibernate?	solitary predators, captivity
ladybug	does it have sharp teeth?	sharp teeth, sharp claws, solitary predators, captivity
ladybug	does it have sharp claws?	sharp teeth, sharp claws, solitary predators, captivity
ladybug	is it a feline?	felines, felines felines, solitary predators, captivity
ladybug	is it an amphibian?	amphibians, solitary predators, captivity
ladybug	is it a reptile?	reptiles, solitary predators, captivity
ladybug	what is its most distinguishable feature?	distinguishable feature, feature is bodies, distinctive spots
ladybug	does it have cold or warm blood?	cold blood, solitary predators, captivity
ladybug	does it hunt in a group?	groups, group, hunting, solitary predators, captivity
ladybug	how does it communicate with others of its kind?	other small insects, solitary predators, other insects, captivity
ladybug	does it have scales?	solitary predators, scales, captivity
ladybug	is the animal aquatic?	
ladybug	is this an arctic animal?	arctic regions
ladybug	is this animal exploited by humans?	humans, many insects, dormancy, distinguishable feature, feature is bodies
ladybug	does the animal live in cities?	
ladybug	does this animal fly?	
ladybug	how fast is it?	solitary predators, captivity
ladybug	what are its dimensions?	
ladybug	does the animal have moist or scaly skin?	skin
ladybug	can the animal echolocate?	
ladybug	can the animal metamorphose?	
ladybug	can the animal be typically found in a circus?	circuses
spider	is it a carnivore or herbivore?	feeding carnivores, majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	is it a vertebrate or invertebrate?	invertebrates, majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	has it ever been domesticated?	majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	is it an insect?	insects, majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	does it have wings?	wings, majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	in which environments does it live?	various environments, majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	what does it eat?	feeding carnivores, majority, venomous bites, traditional pets, inactivity, distinguishable feature, feature is legs, solitary hunters
spider	how many legs does it have if any?	legs, majority, venomous bites, traditional pets, inactivity, feature is legs, solitary hunters, leg, leg span
spider	does it produce eggs?	eggs, majority, venomous bites, traditional pets, inactivity, solitary hunters, egg, egg spiderling
spider	is it a prey or a predator?	feeding carnivores, predators, majority, venomous bites, traditional pets, inactivity, prey, solitary hunters
spider	does it have wings legs or fins?	wings, legs, fins, majority, venomous bites, traditional pets, inactivity, feature is legs, solitary hunters, leg, leg span
spider	in what continents does it predominantly live?	continent, majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	is it considered dangerous to humans?	humanmade structures, majority, humans, venomous bites, traditional pets, inactivity, solitary hunters, performances
spider	is it eaten by humans?	feeding carnivores, humanmade structures, majority, humans, venomous bites, traditional pets, inactivity, distinguishable feature, feature is legs, solitary hunters, performances
spider	is the animal capable of jumping?	other small animals, wild animals
spider	is it taller than humans on average?	humanmade structures, majority, humans, venomous bites, traditional pets, inactivity, solitary hunters, performances
spider	does it live in groups?	majority, venomous bites, traditional pets, group, inactivity, groups, solitary hunters
spider	is it commonly kept as a pet?	pets, majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	does it migrate long distances?	majority, venomous bites, traditional pets, long distances, inactivity, solitary hunters
spider	is it known for its intelligence?	majority, venomous bites, traditional pets, high intelligence, inactivity, solitary hunters
spider	is it an endangered species?	majority, species, venomous bites, traditional pets, spider species, certain spider species, inactivity, solitary hunters, ranging species
spider	is it a nocturnal animal?	other small animals, majority, venomous bites, traditional pets, inactivity, solitary hunters, wild animals
spider	does it hibernate?	majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	does it have sharp teeth?	majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	does it have sharp claws?	majority, venomous bites, traditional pets, inactivity, claws, solitary hunters
spider	is it a feline?	majority, venomous bites, traditional pets, inactivity, felines, felines felines, solitary hunters
spider	is it an amphibian?	majority, venomous bites, traditional pets, inactivity, amphibians, solitary hunters
spider	is it a reptile?	majority, venomous bites, traditional pets, inactivity, reptiles, solitary hunters
spider	what is its most distinguishable feature?	distinguishable feature, feature is legs
spider	does it have cold or warm blood?	majority, venomous bites, traditional pets, inactivity, colder months, cold blood, solitary hunters, cold climates
spider	does it hunt in a group?	majority, venomous bites, traditional pets, group, inactivity, groups, solitary hunters
spider	how does it communicate with others of its kind?	other small animals, other small arthropods, majority, venomous bites, others, traditional pets, inactivity, solitary hunters, performances
spider	does it have scales?	majority, venomous bites, traditional pets, inactivity, solitary hunters, scales
spider	is the animal aquatic?	other small animals, wild animals
spider	is this an arctic animal?	other small animals, arctic regions, wild animals
spider	is this animal exploited by humans?	other small animals, humanmade structures, humans, distinguishable feature, feature is legs, wild animals, performances
spider	does the animal live in cities?	other small animals, wild animals
spider	does this animal fly?	other small animals, wild animals
spider	how fast is it?	majority, venomous bites, traditional pets, inactivity, solitary hunters
spider	what are its dimensions?	
spider	does the animal have moist or scaly skin?	other small animals, skin, wild animals
spider	can the animal echolocate?	other small animals, wild animals
spider	can the animal metamorphose?	other small animals, wild animals
spider	can the animal be typically found in a circus?	other small animals, circuses, wild animals
